name,discipline,region,vertical,years_experience,seniority,domain,communication,timezone,bandwidth,availability_status,available_in_weeks
Jody Bird,Frontend,APAC,EdTech,22,85,55,78,25,78,Available,0
Virginia Cunningham,DevOps,APAC,FinTech,16,70,81,73,25,67,Available,0
Lori Ferguson,Backend,Americas,Telecom,8,52,51,67,85,68,Available,0
Hayley Mitchell,Frontend,APAC,Media,6,34,67,68,36,82,Partially committed,3
Michelle Chambers,Other,Americas,FinTech,10,33,54,17,76,71,Available,0
Kelly Wright,Backend,EMEA,FinTech,13,60,60,38,41,52,Available,0
Kevin Carson,AI / ML,APAC,Logistics,13,58,73,43,42,43,Available,0
Brent Dawson,Frontend,Americas,Government,19,78,58,57,72,85,Partially committed,2
Angela Brown,Networking,APAC,Healthcare,15,63,46,52,33,80,Partially committed,4
Karen Griffin,Data / Database,Americas,Media,5,20,50,29,85,57,Available,0
Joseph Chapman,Frontend,APAC,Gaming,15,71,69,64,25,67,Partially committed,2
Jennifer Baker,Cloud,EMEA,Gaming,6,30,31,41,61,4,Available,0
Mr. Jeremiah Galvan MD,AI / ML,EMEA,Government,11,42,33,36,43,74,Partially committed,2
Samantha Thomas,Frontend,Americas,Media,13,55,48,22,98,45,Partially committed,3
Michael Anderson,Cloud,Americas,Other,19,90,65,56,99,99,Partially committed,4
Sharon Wilson,Data / Database,EMEA,EdTech,24,99,70,67,67,70,Partially committed,1
John Francis,Cloud,APAC,Gaming,14,62,26,53,20,14,Available,0
Jaclyn Crane,Cloud,Americas,EdTech,9,46,67,32,59,42,Available,0
Jennifer Martinez,Frontend,EMEA,Gaming,12,61,35,48,60,55,Available,0
Amanda Hernandez,Frontend,Americas,Government,13,68,42,43,69,52,Fully booked,13
William Turner,Data / Database,EMEA,Media,9,44,28,45,51,55,Available,0
Dr. Charles Lawrence,AI / ML,EMEA,EdTech,22,86,94,53,70,69,Available,0
Steven Small,Backend,Americas,Healthcare,11,55,46,40,98,44,Available,0
Robert Burns,DevOps,Americas,Logistics,14,60,35,37,99,53,Available,0
Gregory Harrell,Frontend,EMEA,E-commerce,13,63,57,55,56,84,Partially committed,4
Kenneth Knight,Cloud,APAC,Telecom,12,58,56,42,37,85,Available,0
Rachael Alvarez,DevOps,EMEA,Government,12,67,42,71,35,72,Available,0
Lisa Gill,Cloud,APAC,Logistics,8,38,51,50,13,51,Available,0
Julia Cole,AI / ML,APAC,E-commerce,8,39,28,43,25,44,Partially committed,2
Sean Nguyen,Frontend,APAC,EdTech,7,28,32,28,36,59,Available,0
Mary Ortiz,Backend,Americas,Government,14,59,18,60,78,55,Available,0
James Weaver,Other,EMEA,Healthcare,12,66,26,67,63,52,Partially committed,3
Stacy Fitzgerald,Frontend,EMEA,Government,15,59,74,57,43,65,Available,0
Sharon Mann,Cloud,APAC,EdTech,19,83,76,89,29,57,Available,0
Rebecca Zimmerman,Cloud,APAC,Logistics,11,50,45,56,33,62,Partially committed,1
Becky Hansen,Cloud,APAC,Gaming,14,63,70,69,36,44,Available,0
Luke Ray,Backend,EMEA,SaaS,5,28,34,41,50,36,Available,0
Kelly Lopez,Backend,APAC,Other,10,42,38,56,28,71,Available,0
Steven Martinez,Cloud,EMEA,Government,15,64,49,46,40,55,Available,0
Catherine Smith,Backend,EMEA,Government,11,67,42,52,54,61,Available,0
Danielle Thornton,Cloud,Americas,FinTech,9,44,37,52,93,66,Partially committed,2
Jill Roman,Data / Database,APAC,SaaS,10,49,58,54,25,16,Partially committed,3
Jennifer Williams,Backend,APAC,Media,5,20,38,42,21,96,Available,0
Allison Kim,Backend,APAC,Media,12,43,54,62,36,46,Available,0
Scott Stewart,Other,Americas,Healthcare,14,68,61,39,99,80,Available,0
Brian Garcia,Data / Database,APAC,Telecom,13,62,51,42,50,62,Partially committed,2
Charles Scott,DevOps,EMEA,FinTech,12,60,31,58,58,33,Available,0
Eric Russell,Other,APAC,SaaS,10,51,23,40,36,42,Available,0
Lucas Nguyen,Cloud,EMEA,SaaS,10,50,45,97,71,42,Partially committed,3
Anthony Price,Other,EMEA,Healthcare,10,37,39,51,57,46,Available,0
Jason Nguyen,Frontend,EMEA,EdTech,12,64,46,56,60,18,Available,0
Ronald Martinez,AI / ML,EMEA,Other,14,58,46,47,52,38,Available,0
Paul Willis,Backend,APAC,Healthcare,10,60,78,48,52,73,Partially committed,4
Paul Cruz Jr.,Networking,Americas,Healthcare,8,39,21,45,89,79,Available,0
John Russell,AI / ML,Americas,Healthcare,1,7,3,30,79,50,Available,0
Mr. David Mercado,Backend,EMEA,FinTech,19,72,58,55,49,14,Available,0
Victor Leonard,Data / Database,APAC,Gaming,8,40,35,41,9,70,Partially committed,2
Justin Glover,Cloud,Americas,Other,3,33,38,60,66,37,Available,0
Jason Miller,Frontend,APAC,SaaS,10,64,50,76,21,33,Available,0
Christina Faulkner,Cloud,Americas,Healthcare,9,42,59,50,91,52,Partially committed,4
William Casey,Frontend,EMEA,FinTech,17,71,29,42,58,45,Available,0
Jessica Buck,AI / ML,EMEA,FinTech,15,62,40,64,42,38,Available,0
Aaron Marshall,Backend,EMEA,Healthcare,14,64,53,79,46,39,Partially committed,4
Donna Stanton,DevOps,Americas,FinTech,7,23,50,56,85,51,Available,0
Timothy Olson,Frontend,APAC,Telecom,15,74,79,72,45,37,Available,0
Sara James,Backend,EMEA,Healthcare,14,55,60,73,44,42,Partially committed,3
Mark Richards,Data / Database,APAC,E-commerce,6,43,37,47,33,51,Available,0
Amber Stevenson,Data / Database,APAC,Telecom,10,53,29,60,24,62,Partially committed,1
Elizabeth Foster,Frontend,EMEA,Gaming,0,14,22,23,51,67,Partially committed,4
Charles Hawkins,AI / ML,Americas,EdTech,12,58,37,58,70,44,Fully booked,12
Jeffrey Bishop,Frontend,EMEA,Logistics,6,29,47,58,61,53,Available,0
Emily Fleming,Networking,EMEA,Media,5,23,40,28,50,88,Available,0
Dean Mullins,Data / Database,Americas,Healthcare,4,20,17,23,78,81,Partially committed,2
David Bird,Data / Database,APAC,SaaS,14,72,41,62,38,63,Partially committed,2
Joe Greene,Backend,Americas,Telecom,8,37,52,41,92,23,Partially committed,3
Michael Lucas,DevOps,Americas,Logistics,15,81,53,74,75,52,Available,0
John Valenzuela,DevOps,EMEA,E-commerce,11,39,52,38,58,44,Available,0
Jennifer Woodard,Frontend,Americas,Media,3,16,39,57,91,43,Partially committed,4
Pamela Medina,Backend,Americas,EdTech,5,28,59,21,80,53,Partially committed,1
Mariah Jones,Frontend,Americas,EdTech,20,75,57,80,89,72,Available,0
Ronnie Powers,Frontend,APAC,EdTech,8,47,34,38,25,74,Partially committed,1
Heather Hess,Frontend,APAC,EdTech,6,39,25,19,25,46,Available,0
Heather Thompson,Backend,EMEA,Government,10,53,45,55,46,57,Available,0
Melissa Smith,Cloud,EMEA,Media,13,60,12,51,72,46,Partially committed,2
Timothy Wallace,Backend,APAC,Other,17,72,48,46,23,47,Available,0
Alejandro Campbell,Backend,Americas,Government,19,79,50,41,74,71,Partially committed,3
Heather Davis,Frontend,EMEA,Other,15,43,28,46,45,56,Partially committed,4
Elizabeth Robbins,DevOps,EMEA,E-commerce,1,23,18,50,56,26,Available,0
Johnny Cox,Backend,Americas,Telecom,10,42,54,54,72,60,Partially committed,2
Tanner Mann,Cloud,Americas,E-commerce,11,55,47,53,75,91,Partially committed,3
Craig Nicholson,Cloud,Americas,SaaS,6,31,38,47,90,45,Partially committed,1
Sergio Carroll,DevOps,Americas,Government,6,31,41,40,86,90,Available,0
Juan Keller MD,Backend,Americas,FinTech,11,57,44,33,69,67,Available,0
Krystal Jones,Data / Database,APAC,Healthcare,14,49,65,30,35,80,Partially committed,2
Austin Green,Backend,Americas,Media,13,51,47,47,82,73,Available,0
Crystal Mills,AI / ML,EMEA,FinTech,8,35,19,40,66,62,Available,0
Cheryl Gregory,Networking,APAC,Telecom,13,45,68,60,42,44,Available,0
Melissa Patel MD,Data / Database,EMEA,EdTech,4,32,40,51,39,63,Available,0
Jordan Pace,Other,Americas,Healthcare,12,68,37,67,90,57,Partially committed,3
Terri Williams,DevOps,EMEA,Healthcare,11,71,26,56,71,72,Partially committed,1
Jessica Carney,Backend,Americas,EdTech,2,13,37,12,84,18,Partially committed,3
Michael Owens,Frontend,EMEA,Other,7,31,37,46,62,31,Partially committed,2
Peter Stephenson,DevOps,EMEA,EdTech,5,20,58,42,57,66,Partially committed,4
Donald Fisher,AI / ML,Americas,FinTech,9,37,35,10,92,65,Available,0
Aaron Lee,AI / ML,EMEA,Gaming,8,48,28,37,59,39,Partially committed,3
Kenneth Johnson,DevOps,APAC,Other,6,21,50,26,8,68,Available,0
Vanessa Coleman,Backend,EMEA,Healthcare,7,32,52,42,54,73,Available,0
David Martin,Cloud,APAC,FinTech,8,30,42,29,26,56,Available,0
Mark Davis,Networking,APAC,E-commerce,8,54,49,52,35,84,Available,0
Robert Watkins,Data / Database,EMEA,E-commerce,12,51,44,48,67,88,Available,0
Felicia Wright,Data / Database,APAC,Government,6,36,40,41,26,61,Available,0
David Peterson,Cloud,APAC,Telecom,11,54,60,42,16,72,Available,0
Gavin Bauer,AI / ML,EMEA,Government,10,39,50,36,58,24,Available,0
Patricia Harvey,Networking,Americas,FinTech,10,45,40,32,74,78,Available,0
Lori Riley,Frontend,Americas,Other,17,83,69,72,76,79,Available,0
Antonio Johnson,Frontend,APAC,Healthcare,17,77,17,71,52,31,Available,0
Ryan Brown,AI / ML,APAC,Telecom,2,24,61,26,21,73,Available,0
Thomas Ramos,Networking,Americas,Gaming,17,67,27,80,66,15,Partially committed,4
Mark Jones,Backend,APAC,Telecom,14,66,38,54,34,37,Partially committed,2
Kristin Phillips,DevOps,Americas,Media,8,27,39,60,89,50,Partially committed,1
Brendan Walton,AI / ML,EMEA,Government,14,66,44,49,64,23,Partially committed,3
Kyle Keller,AI / ML,APAC,Government,17,81,64,37,36,46,Partially committed,1
James Pope,Networking,EMEA,E-commerce,5,28,21,44,56,54,Available,0
Lisa Morgan,Backend,Americas,EdTech,9,32,44,44,84,72,Available,0
Rachel Gibson,Cloud,Americas,Telecom,14,70,39,61,91,22,Available,0
Corey Garcia,Frontend,EMEA,Healthcare,14,55,50,44,71,67,Available,0
Andrea Clarke,AI / ML,APAC,Telecom,13,61,44,55,15,38,Partially committed,4
Kenneth Walsh,Frontend,EMEA,SaaS,9,57,42,46,49,29,Partially committed,4
Jason Hardy,Cloud,EMEA,EdTech,12,58,36,50,61,51,Partially committed,1
David Robles,DevOps,APAC,Gaming,3,23,26,49,31,76,Available,0
Eric Graham,Networking,Americas,Media,16,71,53,63,64,42,Fully booked,7
Nicole Collins,DevOps,EMEA,SaaS,14,73,60,70,49,62,Fully booked,16
Patricia Hernandez,Frontend,EMEA,Gaming,12,45,36,44,58,62,Available,0
Grant Wood,Cloud,Americas,FinTech,11,49,31,45,82,99,Partially committed,2
Kevin Gregory,Backend,EMEA,E-commerce,4,19,43,19,51,55,Available,0
Jonathon Conley,Backend,Americas,SaaS,15,60,47,50,99,51,Available,0
Jennifer Gonzalez,Other,APAC,FinTech,16,61,60,9,28,76,Available,0
Terry Glover,DevOps,Americas,E-commerce,11,49,30,41,84,55,Partially committed,4
Michael Neal,Cloud,Americas,SaaS,15,72,23,60,83,57,Available,0
Ms. Erin Lane,Data / Database,EMEA,Telecom,6,43,30,55,57,22,Available,0
Lisa Barnes,Networking,Americas,E-commerce,12,61,34,52,82,51,Available,0
Jesse Mccormick,Cloud,Americas,Other,5,30,35,45,61,46,Available,0
Daniel Smith,Cloud,EMEA,E-commerce,11,50,35,19,45,46,Available,0
David Hanson,Other,Americas,SaaS,10,47,52,47,79,62,Available,0
Nicholas Cisneros,Data / Database,EMEA,Telecom,13,55,42,29,63,54,Available,0
Patrick Harris,Cloud,APAC,Telecom,8,43,42,29,25,73,Available,0
William Cox,Networking,Americas,FinTech,10,47,45,46,74,75,Available,0
Alvin Wilson,Backend,APAC,EdTech,17,67,53,76,37,49,Partially committed,2
Cory Willis,Data / Database,Americas,Government,10,41,41,51,96,63,Partially committed,1
Amanda Johnson,Other,Americas,FinTech,4,18,42,34,67,21,Available,0
Christopher Mcclure,Frontend,APAC,Healthcare,18,85,40,67,29,56,Available,0
Gina Spencer,Backend,APAC,Government,16,78,69,54,1,72,Fully booked,7
Alex Cameron,Data / Database,EMEA,Other,4,24,31,29,52,42,Available,0
Alisha Byrd,Frontend,EMEA,Gaming,13,64,27,63,74,69,Partially committed,2
Richard Rodriguez,AI / ML,APAC,Other,10,40,45,26,29,49,Available,0
Elizabeth Allen,Backend,Americas,Other,12,55,32,61,68,43,Available,0
Mary Pugh,Backend,EMEA,Media,10,56,51,48,41,83,Partially committed,4
Yolanda Keith,Networking,Americas,Healthcare,14,45,77,59,73,56,Partially committed,1
Ana Thomas,Backend,EMEA,Government,8,34,29,56,48,76,Available,0
Rebecca Lee,Cloud,EMEA,Gaming,5,36,41,20,36,19,Available,0
James Greene,Networking,EMEA,E-commerce,6,32,13,33,58,47,Partially committed,2
Dana Williams,Networking,APAC,Logistics,8,33,46,30,33,73,Available,0
Chelsea Nichols,Networking,Americas,FinTech,14,49,35,24,78,59,Partially committed,2
Erin Brown,Frontend,APAC,Gaming,6,36,28,28,48,55,Available,0
Shelley York,Frontend,EMEA,E-commerce,16,64,34,91,51,66,Available,0
Stacey Clark,Backend,APAC,Other,21,80,65,73,40,34,Available,0
John Alvarado,Frontend,APAC,Healthcare,7,38,53,71,14,82,Partially committed,3
Jordan Potter,Data / Database,APAC,E-commerce,12,55,44,64,31,51,Available,0
Katrina Jimenez,Backend,Americas,Government,11,60,31,45,87,38,Available,0
Frank Brooks,DevOps,APAC,SaaS,13,59,68,49,21,39,Available,0
Michelle Simpson,Backend,APAC,Other,11,52,33,59,30,54,Partially committed,4
James Morse,Data / Database,APAC,Healthcare,16,65,19,64,21,45,Fully booked,12
Amanda Robinson,Backend,APAC,Healthcare,15,60,55,47,25,65,Partially committed,3
Scott Foster,Backend,APAC,E-commerce,4,25,19,16,25,59,Partially committed,2
Stephen Duncan,DevOps,APAC,Healthcare,11,67,57,99,14,46,Available,0
Jacqueline Pierce,Cloud,APAC,Media,15,68,43,57,33,60,Fully booked,7
Bradley Wallace,Networking,EMEA,Healthcare,8,35,48,38,61,48,Available,0
Kevin Marshall,AI / ML,APAC,FinTech,12,51,64,52,24,66,Available,0
Jessica Mcdonald,Cloud,APAC,EdTech,13,64,29,53,30,60,Available,0
Robert Stewart,Cloud,Americas,Government,10,46,35,50,73,62,Partially committed,4
Christopher Hall,Frontend,EMEA,SaaS,19,71,52,79,42,45,Partially committed,1
Heather Miller,Frontend,APAC,Healthcare,22,97,78,72,24,35,Partially committed,1
Kayla Schneider,Networking,Americas,SaaS,7,34,29,26,89,75,Partially committed,1
Tammy Garcia,Backend,APAC,Other,4,22,26,34,27,73,Available,0
Andrew Gonzalez,Backend,APAC,Healthcare,12,56,51,47,24,35,Partially committed,2
Gary Turner,Frontend,APAC,Other,18,64,43,77,31,45,Available,0
Melinda Hill,Backend,APAC,Gaming,10,45,44,64,19,84,Partially committed,2
Yolanda Murillo,Networking,APAC,Logistics,18,79,29,66,16,70,Fully booked,13
Nancy Gaines,Backend,Americas,Media,4,23,66,19,78,37,Partially committed,1
Elijah Short,Data / Database,APAC,Healthcare,16,64,31,40,19,54,Available,0
Jennifer Sullivan,Frontend,Americas,Other,12,38,40,44,70,66,Available,0
Mary Kennedy,Cloud,APAC,SaaS,20,84,53,72,37,70,Available,0
Paige Hernandez,Cloud,Americas,EdTech,20,90,81,65,99,51,Available,0
Darrell Curry,Backend,EMEA,Logistics,8,35,21,36,39,68,Available,0
Jose Hartman,Networking,APAC,Logistics,4,39,62,36,24,77,Available,0
Miranda Murray,Backend,EMEA,SaaS,16,67,60,58,57,74,Partially committed,3
Emily Lopez,Cloud,EMEA,FinTech,10,42,47,13,38,54,Partially committed,3
Melissa Clark,Cloud,EMEA,Logistics,12,49,30,34,53,57,Available,0
Justin Brooks,Other,APAC,Media,10,51,50,41,26,41,Available,0
Bethany Harding,Backend,EMEA,EdTech,2,12,22,48,60,57,Available,0
Robert Flowers,Frontend,Americas,Other,10,50,60,38,74,48,Available,0
Jason Jennings,Backend,APAC,Gaming,10,36,29,46,22,55,Available,0
Richard Medina,Frontend,EMEA,EdTech,8,40,38,48,65,56,Available,0
Alexander Floyd,Frontend,APAC,Government,22,79,48,83,32,67,Fully booked,7
Brittany Cisneros,Backend,EMEA,Other,6,25,24,55,62,67,Available,0
Mark Morrison,Data / Database,Americas,EdTech,12,66,55,57,64,27,Partially committed,4
Sharon Baird,AI / ML,APAC,Telecom,10,44,49,41,21,68,Partially committed,4
James Ferguson,Backend,APAC,FinTech,9,44,57,38,43,46,Partially committed,1
Brian Hudson,Other,EMEA,E-commerce,10,66,17,55,54,31,Partially committed,2
Steven Davis,Networking,Americas,Other,16,57,64,47,81,32,Partially committed,2
Juan Johnson,AI / ML,APAC,Media,15,61,83,63,27,57,Partially committed,4
Katherine Lopez,AI / ML,EMEA,SaaS,16,69,43,66,71,74,Partially committed,1
Victor Campbell,Cloud,Americas,EdTech,10,43,68,55,75,53,Available,0
Matthew Jones,Networking,Americas,Government,6,38,33,62,89,77,Available,0
Joseph Jackson,Data / Database,Americas,FinTech,5,28,17,65,85,62,Partially committed,4
Jennifer Moore,Data / Database,Americas,Gaming,9,33,37,43,68,16,Available,0
Joshua Mendoza,AI / ML,APAC,SaaS,20,99,69,90,25,59,Partially committed,3
Troy Glenn,Backend,APAC,FinTech,12,75,32,58,20,41,Partially committed,1
Daniel Reynolds,Frontend,Americas,Government,5,23,27,53,69,45,Available,0
Karen Munoz,Networking,EMEA,Media,5,24,44,52,67,73,Available,0
Laurie Shaw,DevOps,EMEA,Government,14,60,46,69,43,57,Partially committed,1
Desiree Smith,Networking,Americas,E-commerce,15,61,56,57,89,53,Partially committed,1
Austin Ross,Frontend,Americas,Other,15,61,51,46,73,56,Partially committed,3
Kelly Kent,DevOps,EMEA,Other,10,45,49,28,69,40,Partially committed,1
Julia Johnston,Backend,Americas,Gaming,13,47,39,48,78,92,Partially committed,4
Donna Ibarra,AI / ML,Americas,Media,10,57,45,75,85,58,Partially committed,3
Michael Dawson,Frontend,APAC,SaaS,13,52,32,47,22,59,Available,0
Louis Patrick,AI / ML,APAC,Government,3,6,51,39,6,62,Available,0
David Yoder,Frontend,Americas,Government,8,45,30,60,65,24,Available,0
Judith Bartlett,Frontend,Americas,Media,4,33,51,38,63,46,Available,0
Keith Long,Backend,APAC,Logistics,10,54,39,70,31,31,Available,0
Cynthia Harrell,Backend,Americas,Healthcare,21,99,58,34,82,21,Fully booked,11
Mark Carter,DevOps,APAC,Logistics,14,57,40,37,34,24,Partially committed,2
Melissa Bowen,Frontend,APAC,Logistics,8,44,26,34,21,44,Partially committed,4
Johnny Riddle,Data / Database,EMEA,Healthcare,13,68,22,48,33,53,Partially committed,4
Whitney Jones,Backend,APAC,E-commerce,12,60,30,60,41,26,Available,0
Randall Nguyen,AI / ML,EMEA,E-commerce,15,58,44,58,65,68,Available,0
David Hunter,Frontend,EMEA,FinTech,14,62,50,62,59,60,Partially committed,4
Benjamin Neal,Backend,APAC,FinTech,20,91,68,79,39,44,Available,0
Jane Reese,DevOps,Americas,Government,6,27,31,25,81,99,Available,0
Jennifer Smith,AI / ML,APAC,Other,16,59,37,38,31,49,Available,0
Thomas Murphy,AI / ML,EMEA,Media,5,31,16,46,48,75,Available,0
Kari Jones,AI / ML,APAC,Telecom,16,61,56,47,17,58,Available,0
Dana Dodson,Frontend,APAC,Telecom,7,32,58,19,12,88,Available,0
Robert Skinner,AI / ML,EMEA,Other,9,42,58,59,47,79,Partially committed,3
Albert Garcia,Networking,APAC,FinTech,15,44,58,67,55,51,Partially committed,4
Joseph Myers,AI / ML,APAC,Logistics,13,70,55,82,13,47,Partially committed,3
Phillip Byrd,Backend,EMEA,Media,14,68,71,62,46,26,Partially committed,1
Hunter Robinson,AI / ML,Americas,SaaS,3,25,38,46,83,63,Partially committed,2
Michael Robinson,Data / Database,EMEA,Other,13,51,55,70,79,69,Partially committed,1
Sara Cain,DevOps,EMEA,E-commerce,11,36,39,34,45,57,Available,0
Michelle Prince,Data / Database,APAC,Telecom,9,25,22,53,22,88,Partially committed,4
Eric Williams,Data / Database,EMEA,Government,13,46,36,52,62,60,Partially committed,3
Raymond Wang,DevOps,APAC,Gaming,9,44,41,60,34,82,Available,0
Jade Allen,Backend,APAC,EdTech,21,99,56,77,21,44,Available,0
Javier Hays,Networking,APAC,SaaS,10,59,69,72,20,31,Available,0
Corey Caldwell,DevOps,EMEA,SaaS,9,22,42,39,59,48,Available,0
Stephen Robles,Cloud,EMEA,Media,10,39,58,24,52,57,Partially committed,3
Carol Jackson,Backend,APAC,Media,15,70,42,81,31,37,Partially committed,1
Brian Murphy,Other,Americas,E-commerce,23,92,53,58,80,15,Fully booked,14
Chelsey Clark,Cloud,Americas,Healthcare,2,18,14,52,86,22,Available,0
Teresa Martinez,Backend,EMEA,Other,4,12,24,30,60,83,Partially committed,4
Howard Thompson,Cloud,APAC,Telecom,19,87,60,85,9,57,Available,0
Eugene Price,Frontend,APAC,Healthcare,14,58,47,70,23,60,Partially committed,2
Austin Briggs,Frontend,EMEA,Telecom,7,33,52,47,58,62,Partially committed,3
Jackie Jones,Data / Database,Americas,Other,11,61,45,62,90,43,Partially committed,3
Eric George,DevOps,EMEA,EdTech,0,0,25,31,52,81,Available,0
Mrs. Kimberly Mooney,Backend,EMEA,Other,13,50,76,22,37,21,Partially committed,4
Carolyn Haley,Backend,APAC,Government,13,57,44,55,40,13,Available,0
Vicki Horton,Other,EMEA,Logistics,17,68,66,44,64,49,Partially committed,3
Valerie Benson,Backend,Americas,Gaming,5,30,30,42,83,62,Partially committed,4
Mark Henson,Frontend,EMEA,E-commerce,11,52,54,35,50,38,Partially committed,4
Samuel Olson,Other,APAC,Healthcare,6,31,50,24,34,27,Available,0
Lee Richards,Backend,Americas,Other,14,55,49,75,77,67,Available,0
Martin Hall,Cloud,APAC,EdTech,7,32,6,56,37,51,Available,0
Virginia Hall,Backend,EMEA,Healthcare,11,42,43,46,73,71,Partially committed,2
Stephanie Parker,DevOps,EMEA,EdTech,9,30,58,43,50,86,Available,0
Nicole Harvey,Backend,EMEA,Gaming,15,63,56,53,63,21,Partially committed,4
James Phillips,Other,APAC,Telecom,15,67,55,67,21,57,Available,0
Dan Johnson,Data / Database,EMEA,SaaS,8,45,16,38,65,62,Available,0
Linda Bautista,DevOps,Americas,EdTech,11,51,33,64,80,71,Partially committed,1
Erin Ramirez,Other,Americas,Other,4,21,40,32,96,51,Available,0
Paige Meyer,Other,APAC,Logistics,9,44,47,41,25,58,Partially committed,2
Maria Roberts,Frontend,APAC,EdTech,10,49,59,50,19,71,Available,0
Ryan Rivera,Networking,APAC,Gaming,20,99,52,66,25,56,Available,0
Joshua Knox,Backend,EMEA,Healthcare,2,28,38,43,53,91,Available,0
Danielle Mcdaniel,DevOps,Americas,Logistics,16,79,50,57,84,33,Available,0
Lisa James,Backend,Americas,E-commerce,16,70,35,67,79,56,Partially committed,4
Jeremy Smith,Data / Database,Americas,Government,10,56,10,70,84,53,Available,0
Andrea Lee,Frontend,APAC,Government,19,85,59,58,31,45,Fully booked,7
Brenda Harris,DevOps,APAC,Government,17,57,52,52,24,66,Partially committed,4
Kevin Guerra,DevOps,EMEA,Other,15,58,39,60,58,57,Partially committed,2
Cynthia Miller,Backend,APAC,Government,14,49,24,43,22,35,Partially committed,3
Emily Griffith,DevOps,Americas,Healthcare,17,74,60,69,99,71,Available,0
Christopher Wright,Other,EMEA,E-commerce,18,72,48,69,58,64,Available,0
Jerome Reid,Cloud,APAC,SaaS,7,37,46,59,34,88,Partially committed,2
Richard Miller,Data / Database,APAC,Government,4,24,61,28,26,75,Available,0
Jennifer Jackson,AI / ML,Americas,Other,5,46,6,35,75,52,Partially committed,3
Jonathan Moss,DevOps,EMEA,Logistics,10,34,32,38,63,55,Partially committed,2
Sally Leon,Frontend,APAC,Government,14,49,44,36,31,77,Partially committed,2
James Dickerson,DevOps,APAC,FinTech,16,75,69,70,2,36,Fully booked,12
Tammy Larson,Backend,EMEA,Media,9,41,17,29,74,39,Available,0
Nicholas Scott,Networking,EMEA,Media,9,49,68,82,62,60,Partially committed,1
Jesse Brooks,Other,APAC,EdTech,12,51,46,69,24,26,Available,0
Andrea Taylor,Backend,APAC,Healthcare,17,67,49,59,34,60,Partially committed,2
Christopher Lopez,Data / Database,Americas,Healthcare,0,5,27,40,86,73,Available,0
Jonathan Swanson,Data / Database,EMEA,FinTech,9,38,35,21,60,53,Partially committed,1
Timothy Bentley DVM,Backend,APAC,E-commerce,11,54,58,87,19,83,Partially committed,4
John Davidson,Networking,APAC,Logistics,17,74,35,54,29,74,Available,0
Jennifer Williams,DevOps,APAC,EdTech,10,40,47,43,31,42,Available,0
Janice Cunningham,Frontend,APAC,Logistics,2,12,27,5,40,76,Available,0
Jeffrey Scott,Networking,Americas,Telecom,14,62,36,63,83,73,Partially committed,3
Miranda Hicks,Backend,EMEA,EdTech,8,37,76,28,59,60,Partially committed,3
Michael Horton DDS,Other,APAC,EdTech,8,26,45,40,19,52,Partially committed,1
Nancy Allen,Backend,EMEA,Other,9,38,50,36,56,36,Partially committed,3
Robert Mccoy,DevOps,EMEA,Healthcare,11,46,59,33,64,45,Available,0
Melissa Brewer,Frontend,APAC,FinTech,6,38,17,33,21,36,Partially committed,3
Jesus Becker,Backend,APAC,Media,1,6,55,31,24,82,Available,0
Lance Lynn,Networking,APAC,Logistics,17,68,15,41,18,48,Available,0
Alexandria Wise,Data / Database,Americas,Media,17,75,39,52,68,62,Available,0
Sydney Sanders,AI / ML,APAC,Logistics,15,63,42,66,19,79,Partially committed,2
Stephanie Stone,DevOps,EMEA,EdTech,10,27,50,75,61,64,Partially committed,1
Jay Gallegos,AI / ML,EMEA,Healthcare,12,46,48,55,53,80,Partially committed,3
Eric Ponce,Other,Americas,FinTech,11,50,41,37,73,49,Partially committed,4
Janet Parker,Data / Database,APAC,Government,13,62,45,51,50,61,Available,0
Shawn Luna,DevOps,APAC,EdTech,9,63,27,57,21,58,Fully booked,14
Mark Frank,Networking,Americas,EdTech,8,35,18,38,88,45,Available,0
Charles Goodman,Backend,Americas,EdTech,11,52,53,63,85,49,Available,0
Jennifer Parker,AI / ML,APAC,Government,14,59,56,58,30,83,Available,0
Dr. April Jones,DevOps,APAC,Logistics,17,79,73,77,10,44,Partially committed,1
Kelly Pena,Cloud,EMEA,Healthcare,14,64,35,53,68,20,Available,0
Carolyn Brooks,Frontend,APAC,SaaS,11,66,53,76,31,46,Available,0
Christina White,Networking,APAC,Telecom,10,52,38,49,37,41,Available,0
Joanne Olsen,Backend,EMEA,EdTech,18,78,69,51,66,60,Available,0
Anthony White,Networking,EMEA,SaaS,16,58,64,85,72,67,Available,0
Deanna Barrera,Data / Database,EMEA,EdTech,7,33,41,16,45,66,Available,0
Mark Weber,Backend,EMEA,Government,18,78,47,54,48,43,Available,0
Carol Carter,Other,Americas,Media,16,64,63,48,76,55,Available,0
Donald Peterson,Networking,EMEA,Other,8,41,48,81,46,51,Available,0
Karen Chambers,Other,Americas,Telecom,10,40,32,71,95,29,Available,0
Antonio Walton,Backend,EMEA,FinTech,11,56,25,74,45,53,Available,0
Kevin Huerta,DevOps,EMEA,Media,15,59,44,50,51,99,Partially committed,2
Joseph Smith,DevOps,EMEA,Other,12,54,66,86,39,35,Available,0
Victoria Juarez,Cloud,APAC,SaaS,13,56,62,58,35,18,Available,0
Kara Rogers,Frontend,Americas,E-commerce,17,84,35,81,81,78,Partially committed,4
